customer_id,account_age_days,previous_transactions,successful_transactions,previous_chargebacks,previous_refunds,known_devices,average_order_value
CUST_00137,1076,31,23,1,1,1,2467.25
CUST_00138,611,33,33,1,1,3,5786.78
CUST_00139,221,49,42,0,2,3,2521.41
CUST_00140,490,13,5,0,2,1,5303.77
CUST_00141,124,16,13,1,1,1,4258.04
CUST_00142,962,27,27,0,2,2,7137.58
CUST_00143,1501,45,41,0,1,4,3134.1
CUST_00144,848,16,8,1,2,1,2133.76
CUST_00145,1858,49,40,1,2,4,5063.9
CUST_00146,478,12,10,1,2,4,1563.19
CUST_00147,132,36,29,0,0,1,3359.06
CUST_00148,964,9,7,0,2,3,5350.24
CUST_00149,1975,49,46,0,2,4,10378.74
CUST_00150,1731,36,33,1,0,2,4506.12
CUST_00151,1553,31,28,0,2,3,1491.11
CUST_00152,1569,16,16,2,4,3,2729.71
CUST_00153,1598,50,48,0,2,4,1467.81
CUST_00154,1313,16,10,0,2,4,935.99
CUST_00155,188,46,40,1,1,2,2509.85
CUST_00156,586,22,17,0,2,1,2462.9
CUST_00157,313,10,3,0,1,4,1462.59
CUST_00158,1451,10,3,1,1,1,4279.83
CUST_00159,879,27,22,1,1,4,1723.68
CUST_00160,881,4,1,1,0,4,4779.05
CUST_00161,827,50,49,0,2,1,2493.68
CUST_00162,1784,49,48,0,1,4,8542.38
CUST_00163,1006,1,1,0,0,3,3651.49
CUST_00164,1573,25,21,1,1,2,2493.96
CUST_00165,1029,15,9,0,0,4,4186.92
CUST_00166,1024,2,1,0,0,3,1735.64
CUST_00167,1399,44,40,0,1,2,2064.9
CUST_00168,1751,30,22,0,1,1,4198.83
CUST_00169,1887,26,25,0,3,1,1398.64
CUST_00170,201,42,38,0,1,2,4587.8
CUST_00171,1805,30,22,0,0,1,926.26
CUST_00172,562,25,20,2,1,2,10252.54
CUST_00173,961,21,16,0,1,4,7134.42
CUST_00174,599,49,45,0,2,3,652.68
CUST_00175,1739,6,3,0,4,1,13476.03
CUST_00176,1564,35,25,0,0,3,4772.28
CUST_00177,489,42,33,2,0,1,952.69
CUST_00178,1574,2,0,0,2,2,4386.58
CUST_00179,1748,2,2,0,0,2,9268.47
CUST_00180,518,9,7,0,0,1,8949.44
CUST_00181,1185,14,11,1,1,3,2336.46
CUST_00182,1600,24,16,0,1,1,3425.46
CUST_00183,1622,11,5,0,2,1,1533.67
CUST_00184,1215,2,1,0,2,4,18819.85
CUST_00185,842,46,39,0,1,1,2969.84
CUST_00186,1242,45,45,0,2,2,1879.69
CUST_00187,238,45,39,0,3,1,4892.34
CUST_00188,1660,37,27,1,1,3,2010.77
CUST_00189,1121,28,28,0,0,3,2829.62
CUST_00190,171,33,33,0,4,3,4603.03
CUST_00191,55,27,24,1,1,1,4026.82
CUST_00192,917,24,24,0,2,4,3447.42
CUST_00193,1478,10,6,1,6,2,1114.75
CUST_00194,1532,34,34,0,0,3,4233.24
CUST_00195,1291,35,32,1,1,4,3979.05
CUST_00196,922,47,46,1,3,3,772.18
CUST_00197,690,16,7,0,1,3,3157.7
CUST_00198,1835,29,22,3,2,4,6284.47
CUST_00199,1197,40,40,0,4,4,1618.34
CUST_00200,718,2,1,0,1,3,5195.56
CUST_00201,402,32,25,0,1,3,770.03
CUST_00202,1663,17,12,1,2,3,1280.27
CUST_00203,1832,39,33,0,4,1,3349.33
CUST_00204,1088,13,4,0,1,2,4207.89
CUST_00205,1504,27,24,0,0,2,4397.38
CUST_00206,1444,31,31,0,0,4,1927.52
CUST_00207,947,2,0,4,2,3,3791.56
CUST_00208,483,26,19,0,1,3,2290.24
CUST_00209,1389,38,33,0,1,4,2312.83
CUST_00210,1163,34,29,0,5,4,4485.75
CUST_00211,1557,36,31,0,1,3,5535.13
CUST_00212,1469,30,24,0,0,3,1532.29
CUST_00213,544,15,6,0,1,2,2946.89
CUST_00214,676,8,8,0,2,2,6849.12
CUST_00215,422,14,11,1,2,3,5727.86
CUST_00216,1513,38,36,1,4,3,4004.52
CUST_00217,235,13,7,0,2,2,2651.86
CUST_00218,769,12,6,0,1,1,3303.37
CUST_00219,1480,35,27,2,0,3,5283.94
CUST_00220,123,4,4,1,1,3,1050.92
CUST_00221,1458,9,7,0,1,1,3549.52
CUST_00222,1817,1,1,1,2,4,8993.14
CUST_00223,1010,29,24,1,0,2,6320.43
CUST_00224,135,17,14,0,1,1,1453.08
CUST_00225,1713,5,3,0,0,4,3854.4
CUST_00226,181,37,37,0,0,1,2063.04
CUST_00227,340,10,9,0,3,3,1081.81
CUST_00228,204,16,7,0,2,4,639.6
CUST_00229,1271,39,38,0,2,2,4699.17
CUST_00230,1618,34,30,0,2,4,2781.03
CUST_00231,1890,29,23,1,1,4,1241.31
CUST_00232,655,37,36,1,1,1,8189.72
CUST_00233,1278,48,39,2,3,2,7146.95
CUST_00234,1311,14,8,0,0,1,4204.8
CUST_00235,351,16,8,0,2,1,1774.75
CUST_00236,350,1,1,0,1,4,2951.29
CUST_00237,1441,39,36,0,1,3,2640.9
CUST_00238,96,15,9,0,1,3,1841.41
CUST_00239,1469,30,21,1,1,2,1514.92
CUST_00240,1922,17,17,0,1,2,2883.04
CUST_00241,900,8,8,0,3,2,3449.1
CUST_00242,1356,10,4,0,1,2,713.93
CUST_00243,176,4,1,0,1,3,10492.13
CUST_00244,1248,48,47,1,0,3,4668.49
CUST_00245,929,8,7,0,2,3,10597.63
CUST_00246,1463,26,20,1,2,4,3829.72
CUST_00247,926,6,4,0,3,1,3947.91
CUST_00248,1851,28,23,1,0,3,13735.72
CUST_00249,82,6,1,0,0,1,2382.15
CUST_00250,1596,44,38,1,0,1,4011.48
CUST_00251,1592,49,41,1,2,4,3061.32
CUST_00252,1092,42,39,0,1,3,3242.25
CUST_00253,401,38,34,0,1,4,3942.05
CUST_00254,216,31,26,1,1,4,4689.29
CUST_00255,712,21,21,1,2,1,2768.96
CUST_00256,1786,11,6,2,1,4,10369.05
CUST_00257,1450,32,26,1,3,4,4212.54
CUST_00258,1696,49,47,0,2,1,3577.69
CUST_00259,961,6,2,1,1,3,5116.31
CUST_00260,692,8,6,0,1,1,405.86
CUST_00261,1376,35,32,0,2,4,6473.06
CUST_00262,141,13,11,0,2,3,1815.92
CUST_00263,1305,49,46,0,0,4,687.73
CUST_00264,1586,4,1,1,1,3,3561.45
CUST_00265,1154,9,4,1,0,4,2380.0
CUST_00266,1833,45,42,2,1,1,12755.57
CUST_00267,89,41,40,0,1,2,4960.89
CUST_00268,1483,11,5,0,0,1,3091.35
CUST_00269,1161,27,18,0,2,2,5661.42
CUST_00270,1753,8,7,0,2,1,3799.19
CUST_00271,1356,10,7,0,0,3,6475.16
CUST_00272,1072,46,40,0,2,4,1439.52
CUST_00273,1739,31,28,1,1,2,5481.03
CUST_00274,965,36,28,1,3,4,4217.41
CUST_00275,420,39,37,0,3,2,1390.31
CUST_00276,1799,5,2,0,0,4,9337.45
CUST_00277,726,33,27,0,1,1,2850.08
CUST_00278,609,47,41,2,3,4,3752.34
CUST_00279,1802,10,7,0,3,4,2683.73
CUST_00280,736,22,20,0,0,4,3254.86
CUST_00281,962,21,14,0,1,2,1604.21
CUST_00282,1201,25,18,0,1,4,8837.8
CUST_00283,119,21,18,0,0,4,9408.89
CUST_00284,820,43,43,0,1,2,6044.31
CUST_00285,1044,3,1,1,1,3,1326.47
CUST_00286,1811,7,7,0,2,1,1019.47
CUST_00287,1107,30,20,1,2,2,5070.78
CUST_00288,869,42,34,0,1,1,3629.44
CUST_00289,991,17,12,1,0,4,911.35
CUST_00290,1360,6,6,0,2,3,2782.66
CUST_00291,1775,44,42,0,2,4,1498.56
CUST_00292,1984,21,21,0,1,4,2547.22
CUST_00293,1816,35,25,0,1,1,977.41
CUST_00294,510,41,41,1,2,3,4057.54
CUST_00295,495,48,39,0,4,4,4229.11
CUST_00296,231,49,49,0,3,1,1202.96
CUST_00297,938,11,5,1,3,1,1661.14
CUST_00298,124,21,11,0,0,3,13381.18
CUST_00299,764,24,20,1,0,2,7024.85
CUST_00300,530,34,30,0,1,2,9287.06
CUST_00301,378,12,3,0,2,4,1698.38
CUST_00302,1299,44,37,0,3,4,9389.82
CUST_00303,1899,38,30,0,2,2,1379.47
CUST_00304,974,41,35,0,0,4,1811.83
CUST_00305,552,43,33,0,0,4,1928.94
CUST_00306,1875,19,19,0,3,2,4870.55
CUST_00307,181,29,24,0,4,3,1819.82
CUST_00308,1338,28,22,0,1,4,2866.83
CUST_00309,1761,20,13,1,1,4,9031.06
CUST_00310,1777,31,22,0,3,2,2404.88
CUST_00311,811,37,32,0,0,3,6968.59
CUST_00312,1462,19,9,0,1,4,3291.84
CUST_00313,592,1,0,1,3,4,1408.93
CUST_00314,1735,19,12,0,0,3,1599.07
CUST_00315,478,41,34,1,1,3,13480.78
CUST_00316,1418,49,49,0,4,2,1350.17
CUST_00317,1316,7,0,1,4,3,1867.46
CUST_00318,1645,29,19,0,1,3,5969.57
CUST_00319,1529,9,1,1,3,3,16737.62
CUST_00320,699,48,44,1,1,2,2416.08
CUST_00321,441,9,8,0,1,3,3101.54
CUST_00322,1117,33,27,1,1,2,4319.02
CUST_00323,556,31,25,0,0,3,1278.21
CUST_00324,1677,8,7,0,1,1,4536.68
CUST_00325,318,49,42,0,2,4,2009.11
CUST_00326,1762,36,31,0,1,1,2235.79
CUST_00327,1649,26,16,1,4,3,4228.78
CUST_00328,1128,8,7,0,0,3,14795.49
CUST_00329,1407,48,48,1,0,3,1314.12
CUST_00330,1227,25,25,1,1,3,844.39
CUST_00331,251,44,37,0,1,4,5454.36
CUST_00332,81,40,38,0,1,3,1707.0
CUST_00333,1904,40,33,0,2,1,2949.18
CUST_00334,1331,30,24,0,2,4,4471.61
CUST_00335,268,9,0,0,1,1,6753.07
CUST_00336,653,32,23,0,1,1,1629.4
CUST_00337,510,35,27,0,4,4,1950.94
CUST_00338,959,24,24,0,1,4,10702.22
CUST_00339,1232,48,40,1,4,4,3048.49
CUST_00340,1371,7,7,0,3,4,1759.19
CUST_00341,1953,18,8,0,1,3,1160.97
CUST_00342,474,29,26,0,2,2,1510.01
CUST_00343,1781,24,15,0,0,3,6836.24
CUST_00344,1145,42,37,0,0,1,4930.85
CUST_00345,845,18,11,0,2,1,1101.84
CUST_00346,1973,30,21,0,0,2,8526.49
CUST_00347,1344,41,40,0,3,1,8257.96
CUST_00348,133,22,15,1,1,2,10503.78
CUST_00349,1641,37,30,0,1,1,1434.59
CUST_00350,1729,49,47,0,2,2,752.61
CUST_00351,1230,14,7,0,0,3,3696.66
CUST_00352,1615,10,9,0,4,1,5276.49
CUST_00353,597,10,2,1,4,3,3745.81
CUST_00354,1665,12,3,1,0,1,3044.88
CUST_00355,299,1,1,0,2,2,7092.54
CUST_00356,1235,21,11,1,2,2,3025.68
CUST_00357,573,4,1,0,4,4,2501.57
CUST_00358,1107,8,1,0,2,4,2940.29
CUST_00359,948,50,45,0,1,1,9594.38
CUST_00360,955,33,26,0,0,1,3929.51
CUST_00361,1519,43,41,0,2,3,1720.85
CUST_00362,968,42,32,1,1,1,4692.85
CUST_00363,1010,26,22,0,3,1,4502.28
CUST_00364,1034,46,43,0,1,1,3778.58
CUST_00365,1871,6,2,1,1,2,2025.76
CUST_00366,164,9,4,0,0,3,17867.51
CUST_00367,810,39,37,0,2,3,6104.88
CUST_00368,959,33,32,0,2,4,4513.23
CUST_00369,233,45,36,0,2,2,3171.26
CUST_00370,910,29,22,0,0,4,8385.6
CUST_00371,724,30,26,0,1,4,4171.54
CUST_00372,1524,7,5,3,2,4,1146.16
CUST_00373,670,43,37,0,2,3,11150.17
CUST_00374,1982,10,10,0,1,4,8780.34
CUST_00375,167,6,6,0,0,1,2060.2
CUST_00376,220,28,19,0,2,3,5115.38
CUST_00377,1692,9,8,0,2,1,2605.87
CUST_00378,1231,36,34,0,0,3,7889.99
CUST_00379,1402,8,6,0,2,3,5597.77
CUST_00380,1819,43,39,0,1,1,5139.32
CUST_00381,619,39,33,1,1,3,2779.13
CUST_00382,242,37,35,0,2,2,2584.86
CUST_00383,346,43,40,0,3,2,2062.65
CUST_00384,1765,7,5,0,1,3,2951.85
CUST_00385,265,49,43,0,1,2,3543.8
CUST_00386,1683,28,26,0,1,1,3168.87
CUST_00387,1277,43,37,0,1,1,1370.21
CUST_00388,399,18,12,0,3,3,4433.47
CUST_00389,748,1,0,0,0,2,1782.52
CUST_00390,1189,43,39,1,1,1,1690.57
CUST_00391,320,48,48,1,0,1,3887.95
CUST_00392,217,48,46,0,1,2,10594.11
CUST_00393,800,27,24,0,4,3,4598.14
CUST_00394,352,24,18,0,2,3,12584.82
CUST_00395,1620,37,36,0,1,1,1814.7
CUST_00396,1839,4,1,0,2,2,2085.36
CUST_00397,1575,40,30,3,3,1,2856.26
CUST_00398,587,29,29,1,1,4,1780.94
CUST_00399,1024,39,36,0,4,4,827.54
CUST_00400,589,14,12,1,2,1,3430.48
CUST_00401,736,28,19,1,0,3,5930.13
CUST_00402,1418,44,43,0,2,4,4719.47
CUST_00403,1109,43,37,1,0,1,1527.54
CUST_00404,481,26,25,0,1,1,4009.89
CUST_00405,45,14,8,2,4,2,1296.85
CUST_00406,1601,9,4,0,2,3,2493.2
CUST_00407,701,8,0,1,1,4,3603.58
CUST_00408,1559,28,20,0,2,2,3688.35
CUST_00409,808,35,28,1,1,3,2103.05
CUST_00410,177,26,16,0,2,4,5972.27
CUST_00411,68,30,21,0,0,3,1874.51
CUST_00412,1209,28,27,1,1,4,719.98
CUST_00413,1483,41,37,1,2,3,1305.93
CUST_00414,265,26,16,1,0,3,6845.7
CUST_00415,381,40,37,1,2,3,3256.69
CUST_00416,210,28,19,0,0,2,11582.5
CUST_00417,922,38,34,0,1,1,4946.95
CUST_00418,840,20,15,0,2,2,4756.29
CUST_00419,712,50,42,0,0,1,903.78
CUST_00420,1075,41,32,1,2,2,605.53
CUST_00421,1885,50,45,0,0,3,3760.8
CUST_00422,1519,42,34,0,3,2,3406.19
CUST_00423,240,10,4,1,2,2,2048.42
CUST_00424,385,39,31,1,2,1,5248.2
CUST_00425,392,50,50,0,0,4,796.61
CUST_00426,980,49,48,0,1,4,2422.64
CUST_00427,1424,37,37,1,5,3,2770.78
CUST_00428,1799,41,36,1,4,2,2648.7
CUST_00429,930,5,3,1,0,4,5899.59
CUST_00430,1323,20,14,1,1,1,4233.42
CUST_00431,750,33,24,0,2,3,2707.51
CUST_00432,975,29,19,0,3,1,5808.12
CUST_00433,785,19,10,0,0,1,2490.87
CUST_00434,1289,39,37,0,3,4,554.5
CUST_00435,977,38,36,0,0,1,1772.72
CUST_00436,951,37,37,0,0,2,1183.21
CUST_00437,688,39,36,0,2,2,1113.85
CUST_00438,1991,4,3,0,1,1,2812.49
CUST_00439,1690,22,13,0,0,2,6368.6
CUST_00440,110,16,13,0,1,4,1989.68
CUST_00441,1103,34,33,1,0,2,1603.02
CUST_00442,775,24,18,0,2,4,3597.75
CUST_00443,867,50,45,2,1,1,843.7
CUST_00444,1646,41,41,1,1,3,983.49
CUST_00445,164,22,13,2,0,4,2125.7
CUST_00446,611,17,17,0,0,2,3303.56
CUST_00447,712,6,4,0,1,2,1664.69
CUST_00448,1907,23,17,0,0,4,634.98
CUST_00449,294,39,30,0,1,3,2546.82
CUST_00450,1174,25,25,1,2,3,1891.26
CUST_00451,1695,9,8,0,5,1,1338.62
CUST_00452,1353,43,39,0,1,3,3216.32
CUST_00453,67,24,18,0,1,2,3333.9
CUST_00454,1977,14,9,0,4,4,1451.9
CUST_00455,423,15,7,1,2,2,4314.12
CUST_00456,188,19,10,2,1,1,4196.83
CUST_00457,1385,22,21,0,3,2,2496.69
CUST_00458,1253,25,17,0,2,2,1273.95
CUST_00459,400,45,44,0,2,2,2682.69
CUST_00460,1506,29,19,0,2,4,1808.72
CUST_00461,776,44,37,0,3,4,2139.47
CUST_00462,1280,19,16,0,2,2,2950.95
CUST_00463,1123,16,10,0,1,4,843.33
CUST_00464,1881,13,8,1,3,4,2325.08
CUST_00465,975,50,44,2,2,4,4316.8
CUST_00466,1059,34,30,0,3,2,715.32
CUST_00467,1702,13,12,0,1,2,1232.72
CUST_00468,1817,17,7,1,1,4,1626.97
CUST_00469,1820,24,22,0,2,1,3656.65
CUST_00470,1486,34,25,0,1,3,5594.98
CUST_00471,201,49,41,0,0,3,18978.09
CUST_00472,950,33,25,0,5,4,1040.98
CUST_00473,217,15,12,1,1,3,2731.94
CUST_00474,1935,2,1,1,2,1,1311.84
CUST_00475,841,33,28,0,0,2,1964.59
CUST_00476,820,6,2,0,4,2,7801.78
CUST_00477,87,21,12,1,2,3,6741.68
CUST_00478,1650,10,2,1,2,1,2583.45
CUST_00479,617,31,23,0,1,4,11730.46
CUST_00480,948,40,30,1,0,1,2517.47
CUST_00481,68,17,10,0,2,2,5809.14
CUST_00482,1153,47,46,0,0,4,4269.11
CUST_00483,257,50,44,1,1,2,5220.18
CUST_00484,646,8,0,0,3,2,5054.35
CUST_00485,889,41,40,0,0,4,945.59
CUST_00486,158,8,7,0,1,1,950.71
CUST_00487,1324,33,32,2,2,2,2983.47
CUST_00488,1501,10,4,1,0,4,1682.5
CUST_00489,33,40,35,0,1,2,1739.93
CUST_00490,1198,27,19,2,2,1,1543.9
CUST_00491,1102,24,15,0,3,1,1638.82
CUST_00492,829,31,21,1,2,4,3768.85
CUST_00493,794,17,7,0,1,3,5379.55
CUST_00494,1644,5,2,1,1,2,4409.93
CUST_00495,1531,43,43,1,1,1,3769.38
CUST_00496,1610,38,33,0,2,2,1535.72
CUST_00497,120,23,21,0,0,3,5817.16
CUST_00498,1696,42,34,0,1,4,1446.63
CUST_00499,1454,31,31,0,2,2,1161.99
CUST_00500,1691,9,1,1,4,4,1679.95
CUST_00501,105,19,12,1,2,1,8070.12
CUST_00502,1650,13,3,0,0,3,5700.74
CUST_00503,1941,20,18,1,4,4,3436.85
CUST_00504,1699,35,32,0,0,3,2442.36
CUST_00505,104,49,49,0,2,2,1086.77
CUST_00506,615,23,13,0,1,3,2574.43
CUST_00507,589,8,5,1,2,4,2299.82
CUST_00508,1851,26,23,1,2,4,12999.48
CUST_00509,724,12,9,0,2,4,1296.48
CUST_00510,782,34,28,1,2,1,9413.23
CUST_00511,1519,28,19,0,0,4,879.46
CUST_00512,1263,12,10,1,1,3,3239.95
CUST_00513,687,7,1,0,0,3,2559.01
CUST_00514,1383,19,13,0,2,4,470.05
CUST_00515,1264,46,42,0,3,2,4918.54
CUST_00516,1442,29,24,0,1,4,4928.2
CUST_00517,116,47,42,0,2,4,5922.99
CUST_00518,592,41,31,0,1,1,1773.02
CUST_00519,1404,41,37,0,1,3,4765.48
CUST_00520,1080,48,48,0,1,2,4788.04
CUST_00521,1981,2,0,0,1,4,9604.99
CUST_00522,101,9,1,0,0,2,2764.76
CUST_00523,1624,42,37,4,1,3,1233.84
CUST_00524,814,37,27,0,0,2,1936.32
CUST_00525,1420,29,24,0,2,3,4224.92
CUST_00526,939,49,40,0,1,2,6621.68
CUST_00527,1114,24,20,0,2,3,3755.76
CUST_00528,1360,18,11,0,0,1,4600.63
CUST_00529,83,48,40,0,2,4,3061.02
CUST_00530,1090,25,23,0,2,1,4488.17
CUST_00531,566,50,44,0,2,4,2009.04
CUST_00532,469,40,34,0,1,4,2812.63
CUST_00533,439,8,2,0,4,1,973.9
CUST_00534,955,12,9,0,1,1,4119.64
CUST_00535,1689,44,39,0,1,3,4016.32
CUST_00536,1483,5,4,1,2,3,3021.18
CUST_00537,1855,20,12,0,1,2,8424.35
CUST_00538,1655,24,22,0,0,2,3823.53
CUST_00539,278,13,5,0,2,2,1242.29
CUST_00540,1648,32,22,0,2,3,4551.27
CUST_00541,1164,37,32,0,0,4,12962.36
CUST_00542,1675,36,28,0,1,1,2507.6
CUST_00543,164,20,16,2,2,4,3544.88
CUST_00544,1106,27,23,1,2,1,3311.92
CUST_00545,286,21,21,0,2,1,3010.89
CUST_00546,951,30,30,0,0,3,1528.81
CUST_00547,292,50,48,0,0,2,2241.89
CUST_00548,1602,9,6,1,2,1,4819.49
CUST_00549,1732,8,8,1,4,2,2726.34
CUST_00550,652,11,3,0,0,3,8585.31
CUST_00551,1944,46,39,0,0,3,5545.94
CUST_00552,1970,34,28,0,0,1,2220.45
CUST_00553,543,13,13,0,2,3,4046.94
CUST_00554,286,41,35,0,3,1,3956.07
CUST_00555,1059,42,34,1,1,2,4832.72
CUST_00556,380,43,42,0,1,3,497.27
CUST_00557,1755,37,27,0,1,1,6989.48
CUST_00558,196,3,2,1,1,2,5294.31
CUST_00559,1600,37,33,1,0,1,5158.36
CUST_00560,1049,41,39,2,2,3,2499.69
CUST_00561,1344,20,17,0,2,2,3995.32
CUST_00562,1678,44,40,1,1,3,7951.53
CUST_00563,958,5,5,0,2,1,12051.78
CUST_00564,353,29,25,0,4,4,26289.98
CUST_00565,981,14,9,1,2,2,2048.43
CUST_00566,670,46,41,0,3,3,4350.37
CUST_00567,846,9,5,1,2,1,4096.66
CUST_00568,683,16,13,1,0,1,2050.19
