order_id,transaction_id,product_category,product_value,shipping_address,delivery_status,delivery_date,refund_status
ORD_000079,TXN_000079,travel,9598.44,"Address_6510, India",delivered,2026-03-08,requested
ORD_000080,TXN_000080,travel,8243.88,"Address_6581, India",delivered,2026-05-17,none
ORD_000081,TXN_000081,beauty,6793.29,"Address_9524, India",delivered,2026-07-16,none
ORD_000082,TXN_000082,grocery,2603.13,"Address_6735, India",delivered,2026-08-08,processed
ORD_000083,TXN_000083,travel,5477.25,"Address_1105, India",delivered,2026-02-19,requested
ORD_000084,TXN_000084,home,3004.93,"Address_5959, India",delivered,2026-04-11,none
ORD_000085,TXN_000085,travel,1356.72,"Address_1489, India",pending,2026-04-20,requested
ORD_000086,TXN_000086,beauty,1817.59,"Address_9684, India",pending,2026-02-03,requested
ORD_000087,TXN_000087,electronics,5865.87,"Address_3956, India",delivered,2026-05-25,processed
ORD_000088,TXN_000088,fashion,4615.99,"Address_3765, India",delivered,2026-02-01,none
ORD_000089,TXN_000089,home,1168.57,"Address_1560, India",delivered,2026-07-13,none
ORD_000090,TXN_000090,beauty,3017.4,"Address_7574, India",pending,2026-04-17,processed
ORD_000091,TXN_000091,travel,1862.87,"Address_3158, India",failed,2026-08-11,requested
ORD_000092,TXN_000092,beauty,1026.72,"Address_9593, India",pending,2026-06-24,processed
ORD_000093,TXN_000093,home,5288.77,"Address_4325, India",delivered,2026-05-17,none
ORD_000094,TXN_000094,travel,11426.85,"Address_6074, India",failed,2026-04-16,requested
ORD_000095,TXN_000095,fashion,5873.8,"Address_2853, India",pending,2026-02-26,processed
ORD_000096,TXN_000096,home,7429.95,"Address_6074, India",delivered,2026-02-02,requested
ORD_000097,TXN_000097,electronics,1680.77,"Address_4841, India",delivered,2026-03-20,none
ORD_000098,TXN_000098,beauty,2941.66,"Address_9299, India",delivered,2026-06-24,none
ORD_000099,TXN_000099,electronics,5330.48,"Address_6311, India",delivered,2026-02-13,none
ORD_000100,TXN_000100,fashion,10017.16,"Address_9635, India",pending,2026-05-09,none
ORD_000101,TXN_000101,software,2737.49,"Address_2299, India",delivered,2026-01-09,none
ORD_000102,TXN_000102,software,1999.19,"Address_3608, India",delivered,2026-06-24,requested
ORD_000103,TXN_000103,grocery,5348.31,"Address_5875, India",delivered,2026-06-26,none
ORD_000104,TXN_000104,home,1479.8,"Address_5512, India",failed,2026-06-13,processed
ORD_000105,TXN_000105,fashion,5932.47,"Address_2116, India",delivered,2026-07-23,none
ORD_000106,TXN_000106,home,3599.78,"Address_7800, India",delivered,2026-06-26,requested
ORD_000107,TXN_000107,grocery,2729.94,"Address_1293, India",delivered,2026-05-22,none
ORD_000108,TXN_000108,home,6041.62,"Address_8328, India",delivered,2026-08-17,none
ORD_000109,TXN_000109,travel,7459.32,"Address_1832, India",delivered,2026-08-14,requested
ORD_000110,TXN_000110,electronics,8473.71,"Address_8885, India",failed,2026-01-16,none
ORD_000111,TXN_000111,grocery,1124.0,"Address_9894, India",delivered,2026-05-08,none
ORD_000112,TXN_000112,beauty,3345.18,"Address_7102, India",failed,2026-05-09,none
ORD_000113,TXN_000113,fashion,8558.02,"Address_4541, India",pending,2026-06-30,none
ORD_000114,TXN_000114,home,5289.67,"Address_1802, India",delivered,2026-05-17,none
ORD_000115,TXN_000115,grocery,5516.77,"Address_8297, India",failed,2026-06-03,none
ORD_000116,TXN_000116,fashion,3352.92,"Address_7575, India",pending,2026-01-17,none
ORD_000117,TXN_000117,software,5437.98,"Address_9708, India",delivered,2026-04-05,none
ORD_000118,TXN_000118,beauty,9890.12,"Address_8541, India",delivered,2026-04-21,none
ORD_000119,TXN_000119,electronics,20878.81,"Address_2750, India",failed,2026-01-19,requested
ORD_000120,TXN_000120,beauty,8243.4,"Address_8919, India",delivered,2026-06-02,processed
ORD_000121,TXN_000121,fashion,1752.44,"Address_6740, India",delivered,2026-04-02,none
ORD_000122,TXN_000122,electronics,6444.69,"Address_2952, India",failed,2026-01-12,processed
ORD_000123,TXN_000123,software,2063.29,"Address_6780, India",delivered,2026-04-20,none
ORD_000124,TXN_000124,software,7503.48,"Address_3447, India",failed,2026-06-04,none
ORD_000125,TXN_000125,travel,5966.44,"Address_5401, India",failed,2026-04-16,none
ORD_000126,TXN_000126,travel,3362.04,"Address_8808, India",failed,2026-06-29,processed
ORD_000127,TXN_000127,fashion,1828.06,"Address_2689, India",delivered,2026-08-01,none
ORD_000128,TXN_000128,grocery,7286.52,"Address_3046, India",delivered,2026-04-08,none
ORD_000129,TXN_000129,travel,1073.97,"Address_8268, India",delivered,2026-08-07,processed
ORD_000130,TXN_000130,fashion,1500.41,"Address_1317, India",pending,2026-03-21,requested
ORD_000131,TXN_000131,grocery,2383.37,"Address_2813, India",delivered,2026-07-05,none
ORD_000132,TXN_000132,beauty,1504.71,"Address_8663, India",delivered,2026-05-31,requested
ORD_000133,TXN_000133,fashion,7730.03,"Address_7315, India",delivered,2026-07-26,processed
ORD_000134,TXN_000134,electronics,695.92,"Address_9472, India",failed,2026-04-23,none
ORD_000135,TXN_000135,fashion,3467.32,"Address_5921, India",failed,2026-03-13,requested
ORD_000136,TXN_000136,software,3271.86,"Address_8365, India",delivered,2026-08-16,requested
ORD_000137,TXN_000137,software,1120.49,"Address_8554, India",pending,2026-03-12,none
ORD_000138,TXN_000138,grocery,2840.81,"Address_4133, India",delivered,2026-04-06,none
ORD_000139,TXN_000139,travel,1661.78,"Address_5985, India",failed,2026-07-15,processed
ORD_000140,TXN_000140,home,3969.9,"Address_3699, India",failed,2026-08-16,requested
ORD_000141,TXN_000141,grocery,1446.08,"Address_8807, India",delivered,2026-08-02,requested
ORD_000142,TXN_000142,travel,2372.54,"Address_6036, India",delivered,2026-03-07,none
ORD_000143,TXN_000143,travel,1951.76,"Address_3567, India",failed,2026-02-24,none
ORD_000144,TXN_000144,travel,1619.64,"Address_4709, India",delivered,2026-05-10,none
ORD_000145,TXN_000145,software,482.35,"Address_5863, India",delivered,2026-02-24,requested
ORD_000146,TXN_000146,beauty,3834.78,"Address_7860, India",delivered,2026-03-14,none
ORD_000147,TXN_000147,software,4185.77,"Address_1816, India",failed,2026-07-07,none
ORD_000148,TXN_000148,beauty,2631.81,"Address_2078, India",pending,2026-03-28,none
ORD_000149,TXN_000149,home,4100.62,"Address_4736, India",pending,2026-06-25,none
ORD_000150,TXN_000150,grocery,14407.13,"Address_3749, India",pending,2026-03-06,none
ORD_000151,TXN_000151,fashion,4460.08,"Address_6996, India",delivered,2026-07-23,none
ORD_000152,TXN_000152,electronics,674.14,"Address_4617, India",pending,2026-06-10,processed
ORD_000153,TXN_000153,fashion,1100.87,"Address_1869, India",failed,2026-07-15,none
ORD_000154,TXN_000154,software,8301.83,"Address_5397, India",delivered,2026-02-07,none
ORD_000155,TXN_000155,fashion,4545.47,"Address_8647, India",delivered,2026-04-24,none
ORD_000156,TXN_000156,travel,1701.48,"Address_8538, India",delivered,2026-05-13,none
ORD_000157,TXN_000157,home,6101.16,"Address_6091, India",delivered,2026-04-22,requested
ORD_000158,TXN_000158,travel,2051.32,"Address_6378, India",pending,2026-04-08,none
ORD_000159,TXN_000159,electronics,1229.06,"Address_2077, India",failed,2026-06-18,none
ORD_000160,TXN_000160,beauty,7207.04,"Address_4649, India",delivered,2026-03-09,processed
ORD_000161,TXN_000161,beauty,2323.35,"Address_5471, India",pending,2026-08-03,none
ORD_000162,TXN_000162,fashion,3574.18,"Address_3587, India",failed,2026-01-08,none
ORD_000163,TXN_000163,travel,2086.62,"Address_6292, India",failed,2026-08-03,requested
ORD_000164,TXN_000164,software,2157.48,"Address_8885, India",pending,2026-04-30,none
ORD_000165,TXN_000165,grocery,6222.1,"Address_5082, India",failed,2026-08-11,none
ORD_000166,TXN_000166,fashion,3720.06,"Address_8066, India",delivered,2026-08-10,none
ORD_000167,TXN_000167,home,7931.88,"Address_4871, India",pending,2026-07-01,none
ORD_000168,TXN_000168,electronics,9462.05,"Address_4322, India",delivered,2026-06-09,processed
ORD_000169,TXN_000169,electronics,4567.2,"Address_1621, India",delivered,2026-07-19,none
ORD_000170,TXN_000170,travel,1359.13,"Address_8426, India",pending,2026-07-23,none
ORD_000171,TXN_000171,grocery,8100.44,"Address_3386, India",pending,2026-06-15,requested
ORD_000172,TXN_000172,fashion,6117.69,"Address_6322, India",delivered,2026-02-01,none
ORD_000173,TXN_000173,software,639.86,"Address_5655, India",delivered,2026-08-11,none
ORD_000174,TXN_000174,electronics,5890.03,"Address_7562, India",failed,2026-08-16,processed
ORD_000175,TXN_000175,fashion,5724.62,"Address_2002, India",pending,2026-08-04,none
ORD_000176,TXN_000176,travel,3469.38,"Address_5385, India",failed,2026-04-19,processed
ORD_000177,TXN_000177,fashion,7437.86,"Address_6009, India",delivered,2026-08-08,processed
ORD_000178,TXN_000178,home,1955.92,"Address_1314, India",delivered,2026-06-18,none
ORD_000179,TXN_000179,software,876.24,"Address_4001, India",delivered,2026-03-11,processed
ORD_000180,TXN_000180,home,9492.07,"Address_4644, India",delivered,2026-04-24,none
ORD_000181,TXN_000181,fashion,11089.63,"Address_9371, India",delivered,2026-02-15,none
ORD_000182,TXN_000182,electronics,2030.05,"Address_8887, India",delivered,2026-04-25,none
ORD_000183,TXN_000183,fashion,1008.76,"Address_4411, India",delivered,2026-07-04,none
ORD_000184,TXN_000184,home,9431.43,"Address_6082, India",delivered,2026-07-18,none
ORD_000185,TXN_000185,fashion,1782.93,"Address_5802, India",pending,2026-08-11,none
ORD_000186,TXN_000186,software,6396.39,"Address_9826, India",delivered,2026-04-20,requested
ORD_000187,TXN_000187,fashion,8631.39,"Address_1900, India",delivered,2026-03-18,none
ORD_000188,TXN_000188,electronics,7856.97,"Address_6311, India",delivered,2026-03-09,none
ORD_000189,TXN_000189,fashion,2219.85,"Address_5072, India",delivered,2026-05-04,none
ORD_000190,TXN_000190,travel,2163.96,"Address_1464, India",pending,2026-07-01,none
ORD_000191,TXN_000191,grocery,1084.62,"Address_6840, India",delivered,2026-07-13,requested
ORD_000192,TXN_000192,electronics,6270.2,"Address_5370, India",delivered,2026-01-19,none
ORD_000193,TXN_000193,fashion,2033.7,"Address_5901, India",delivered,2026-04-05,none
ORD_000194,TXN_000194,electronics,11636.06,"Address_2289, India",failed,2026-06-13,none
ORD_000195,TXN_000195,grocery,4956.13,"Address_7099, India",delivered,2026-02-05,none
ORD_000196,TXN_000196,fashion,750.38,"Address_9367, India",delivered,2026-05-13,processed
ORD_000197,TXN_000197,electronics,3535.21,"Address_2493, India",delivered,2026-01-30,none
ORD_000198,TXN_000198,electronics,2369.86,"Address_6722, India",delivered,2026-02-05,none
ORD_000199,TXN_000199,beauty,558.13,"Address_5160, India",delivered,2026-08-17,requested
ORD_000200,TXN_000200,electronics,2124.83,"Address_6458, India",pending,2026-08-20,none
ORD_000201,TXN_000201,grocery,1174.61,"Address_9129, India",delivered,2026-04-26,requested
ORD_000202,TXN_000202,travel,11364.65,"Address_4778, India",delivered,2026-05-28,none
ORD_000203,TXN_000203,grocery,4083.57,"Address_7710, India",delivered,2026-01-15,requested
ORD_000204,TXN_000204,electronics,4770.72,"Address_7725, India",delivered,2026-03-15,none
ORD_000205,TXN_000205,software,2946.61,"Address_9789, India",delivered,2026-05-13,requested
ORD_000206,TXN_000206,fashion,2786.99,"Address_6176, India",delivered,2026-05-06,none
ORD_000207,TXN_000207,home,4367.7,"Address_8140, India",delivered,2026-02-04,none
ORD_000208,TXN_000208,grocery,2450.42,"Address_3520, India",delivered,2026-02-19,processed
ORD_000209,TXN_000209,beauty,2100.69,"Address_7314, India",failed,2026-03-03,none
ORD_000210,TXN_000210,software,2399.22,"Address_7881, India",failed,2026-03-09,requested
ORD_000211,TXN_000211,electronics,4049.94,"Address_6014, India",delivered,2026-03-20,none
ORD_000212,TXN_000212,software,4975.42,"Address_7921, India",delivered,2026-02-02,none
ORD_000213,TXN_000213,software,3170.02,"Address_1621, India",delivered,2026-04-29,none
ORD_000214,TXN_000214,grocery,18182.41,"Address_7841, India",delivered,2026-06-09,none
ORD_000215,TXN_000215,software,1406.83,"Address_4547, India",failed,2026-04-28,requested
ORD_000216,TXN_000216,travel,4936.06,"Address_9412, India",failed,2026-07-30,processed
ORD_000217,TXN_000217,electronics,1205.08,"Address_9813, India",failed,2026-05-23,none
ORD_000218,TXN_000218,grocery,3135.25,"Address_7401, India",delivered,2026-02-19,none
ORD_000219,TXN_000219,beauty,2115.88,"Address_9568, India",delivered,2026-08-11,processed
ORD_000220,TXN_000220,home,12363.48,"Address_9776, India",delivered,2026-03-15,processed
ORD_000221,TXN_000221,travel,4161.44,"Address_6787, India",pending,2026-07-30,none
ORD_000222,TXN_000222,grocery,2349.41,"Address_1576, India",failed,2026-02-07,none
ORD_000223,TXN_000223,home,8687.15,"Address_9786, India",delivered,2026-02-25,requested
ORD_000224,TXN_000224,fashion,5056.23,"Address_9585, India",delivered,2026-03-11,requested
ORD_000225,TXN_000225,fashion,5084.73,"Address_8999, India",delivered,2026-06-14,none
ORD_000226,TXN_000226,software,2437.71,"Address_2839, India",delivered,2026-01-28,none
ORD_000227,TXN_000227,software,1595.78,"Address_4164, India",pending,2026-06-17,none
ORD_000228,TXN_000228,home,2577.39,"Address_5632, India",delivered,2026-01-26,processed
ORD_000229,TXN_000229,fashion,2332.69,"Address_1471, India",failed,2026-07-27,none
ORD_000230,TXN_000230,travel,1856.79,"Address_7559, India",failed,2026-06-29,processed
ORD_000231,TXN_000231,travel,1472.61,"Address_7082, India",delivered,2026-03-23,none
ORD_000232,TXN_000232,grocery,454.46,"Address_5653, India",failed,2026-02-02,none
ORD_000233,TXN_000233,home,5024.42,"Address_8560, India",delivered,2026-06-22,requested
ORD_000234,TXN_000234,home,3338.38,"Address_5316, India",failed,2026-01-22,requested
ORD_000235,TXN_000235,home,668.32,"Address_9631, India",failed,2026-02-21,requested
ORD_000236,TXN_000236,home,4898.4,"Address_7104, India",delivered,2026-04-24,processed
ORD_000237,TXN_000237,grocery,1541.64,"Address_9051, India",delivered,2026-07-14,requested
ORD_000238,TXN_000238,grocery,13590.83,"Address_6805, India",pending,2026-02-25,none
ORD_000239,TXN_000239,software,6328.87,"Address_6987, India",pending,2026-08-14,none
ORD_000240,TXN_000240,fashion,2303.33,"Address_2464, India",failed,2026-01-03,requested
ORD_000241,TXN_000241,fashion,32792.99,"Address_3401, India",delivered,2026-06-23,none
ORD_000242,TXN_000242,fashion,6489.84,"Address_6726, India",failed,2026-08-18,none
ORD_000243,TXN_000243,home,24903.09,"Address_6427, India",delivered,2026-04-05,requested
ORD_000244,TXN_000244,software,4353.68,"Address_8812, India",pending,2026-02-11,none
ORD_000245,TXN_000245,electronics,6811.68,"Address_4277, India",delivered,2026-07-02,requested
ORD_000246,TXN_000246,software,15068.84,"Address_8881, India",delivered,2026-06-21,none
ORD_000247,TXN_000247,travel,7172.39,"Address_7810, India",delivered,2026-02-21,none
ORD_000248,TXN_000248,beauty,6903.37,"Address_8872, India",delivered,2026-05-03,none
ORD_000249,TXN_000249,fashion,14064.73,"Address_5302, India",delivered,2026-02-11,none
ORD_000250,TXN_000250,travel,16687.93,"Address_5752, India",delivered,2026-08-12,none
ORD_000251,TXN_000251,software,1741.71,"Address_1947, India",delivered,2026-05-29,processed
ORD_000252,TXN_000252,electronics,4264.32,"Address_9311, India",delivered,2026-02-02,processed
ORD_000253,TXN_000253,beauty,2987.43,"Address_4420, India",failed,2026-06-09,requested
ORD_000254,TXN_000254,home,5770.16,"Address_8507, India",delivered,2026-05-10,processed
ORD_000255,TXN_000255,home,8537.75,"Address_3213, India",delivered,2026-05-20,none
ORD_000256,TXN_000256,home,5636.48,"Address_4515, India",delivered,2026-05-24,none
ORD_000257,TXN_000257,fashion,4658.68,"Address_9620, India",delivered,2026-05-09,none
ORD_000258,TXN_000258,electronics,4223.26,"Address_1490, India",failed,2026-04-26,none
ORD_000259,TXN_000259,fashion,10393.31,"Address_6126, India",delivered,2026-07-10,none
ORD_000260,TXN_000260,beauty,5746.37,"Address_4703, India",delivered,2026-03-05,none
ORD_000261,TXN_000261,electronics,5874.44,"Address_8170, India",failed,2026-02-08,requested
ORD_000262,TXN_000262,grocery,667.88,"Address_5447, India",pending,2026-07-30,requested
ORD_000263,TXN_000263,fashion,2549.79,"Address_9388, India",failed,2026-03-18,none
ORD_000264,TXN_000264,grocery,3335.67,"Address_2634, India",failed,2026-02-26,requested
ORD_000265,TXN_000265,fashion,8837.0,"Address_3380, India",delivered,2026-05-09,requested
ORD_000266,TXN_000266,travel,2391.26,"Address_6362, India",pending,2026-01-14,none
ORD_000267,TXN_000267,fashion,869.52,"Address_3087, India",delivered,2026-06-24,none
ORD_000268,TXN_000268,fashion,2295.69,"Address_5701, India",delivered,2026-07-29,requested
ORD_000269,TXN_000269,software,7398.21,"Address_8669, India",pending,2026-06-15,none
ORD_000270,TXN_000270,fashion,1984.4,"Address_6888, India",delivered,2026-05-11,none
ORD_000271,TXN_000271,beauty,5721.31,"Address_1712, India",delivered,2026-07-18,processed
ORD_000272,TXN_000272,travel,3683.41,"Address_3719, India",failed,2026-06-05,none
ORD_000273,TXN_000273,electronics,9921.37,"Address_7763, India",pending,2026-08-08,none
ORD_000274,TXN_000274,software,2391.15,"Address_9884, India",delivered,2026-07-27,none
ORD_000275,TXN_000275,fashion,6368.48,"Address_3082, India",pending,2026-02-17,processed
ORD_000276,TXN_000276,grocery,3740.28,"Address_5512, India",pending,2026-07-12,processed
ORD_000277,TXN_000277,electronics,2811.93,"Address_7252, India",delivered,2026-07-11,none
ORD_000278,TXN_000278,grocery,539.35,"Address_3302, India",pending,2026-03-31,processed
ORD_000279,TXN_000279,grocery,6311.36,"Address_5617, India",delivered,2026-04-20,none
ORD_000280,TXN_000280,electronics,2428.83,"Address_3371, India",delivered,2026-03-22,none
ORD_000281,TXN_000281,software,2018.91,"Address_3444, India",delivered,2026-07-08,processed
ORD_000282,TXN_000282,travel,1815.97,"Address_7437, India",delivered,2026-02-14,none
ORD_000283,TXN_000283,fashion,2552.62,"Address_8561, India",delivered,2026-04-20,none
ORD_000284,TXN_000284,grocery,2719.64,"Address_7012, India",delivered,2026-01-10,none
ORD_000285,TXN_000285,travel,6269.54,"Address_2800, India",failed,2026-01-19,none
ORD_000286,TXN_000286,home,10177.39,"Address_7236, India",failed,2026-07-24,none
ORD_000287,TXN_000287,grocery,2674.28,"Address_2991, India",failed,2026-07-21,none
ORD_000288,TXN_000288,software,7681.63,"Address_7697, India",delivered,2026-06-15,none
ORD_000289,TXN_000289,electronics,12508.05,"Address_5320, India",pending,2026-08-19,none
ORD_000290,TXN_000290,travel,7245.93,"Address_9214, India",failed,2026-08-07,none
ORD_000291,TXN_000291,travel,11810.62,"Address_2670, India",failed,2026-05-02,processed
ORD_000292,TXN_000292,fashion,1986.16,"Address_6166, India",pending,2026-08-02,processed
ORD_000293,TXN_000293,fashion,1917.21,"Address_5977, India",pending,2026-01-14,processed
ORD_000294,TXN_000294,beauty,3111.78,"Address_4463, India",delivered,2026-05-15,none
ORD_000295,TXN_000295,fashion,7396.06,"Address_5289, India",delivered,2026-05-25,none
ORD_000296,TXN_000296,fashion,3257.21,"Address_2142, India",failed,2026-01-07,none
ORD_000297,TXN_000297,travel,3425.56,"Address_2696, India",delivered,2026-07-06,none
ORD_000298,TXN_000298,electronics,16681.87,"Address_4792, India",delivered,2026-08-07,none
ORD_000299,TXN_000299,home,2393.83,"Address_1036, India",delivered,2026-04-04,requested
ORD_000300,TXN_000300,electronics,2121.39,"Address_9230, India",delivered,2026-04-29,none
ORD_000301,TXN_000301,beauty,1114.93,"Address_5503, India",delivered,2026-03-09,requested
ORD_000302,TXN_000302,home,7095.19,"Address_2639, India",delivered,2026-06-26,processed
ORD_000303,TXN_000303,home,1632.4,"Address_9627, India",delivered,2026-01-28,none
ORD_000304,TXN_000304,fashion,5196.38,"Address_2713, India",delivered,2026-02-02,none
ORD_000305,TXN_000305,travel,752.05,"Address_7385, India",delivered,2026-01-27,requested
ORD_000306,TXN_000306,fashion,2483.77,"Address_3498, India",pending,2026-02-27,requested
ORD_000307,TXN_000307,beauty,3118.43,"Address_5403, India",delivered,2026-04-18,none
ORD_000308,TXN_000308,electronics,1494.45,"Address_4645, India",delivered,2026-06-19,requested
ORD_000309,TXN_000309,grocery,1842.37,"Address_5231, India",failed,2026-07-13,processed
ORD_000310,TXN_000310,beauty,5318.18,"Address_9605, India",pending,2026-02-03,processed
ORD_000311,TXN_000311,fashion,7877.4,"Address_5045, India",failed,2026-08-10,none
ORD_000312,TXN_000312,home,3294.72,"Address_5733, India",delivered,2026-01-11,requested
ORD_000313,TXN_000313,grocery,2404.04,"Address_2160, India",delivered,2026-08-14,requested
ORD_000314,TXN_000314,electronics,1674.36,"Address_4672, India",delivered,2026-05-31,requested
