feature,importance
categorical__device_id_DEV_01540,0.000324406668195932
categorical__device_id_DEV_00410,0.0003228277575816824
categorical__device_id_DEV_01607,0.0003166443888340747
categorical__device_id_DEV_00863,0.00030932484775635875
categorical__device_id_DEV_00160,0.00030546004366838495
categorical__device_id_DEV_02028,0.0002975818972330348
categorical__device_id_DEV_00470,0.0002922083883992331
categorical__device_id_DEV_00094,0.00029126234436099044
categorical__device_id_DEV_02343,0.0002891019726932142
categorical__device_id_DEV_02738,0.0002879051643127718
categorical__device_id_DEV_00898,0.0002871105268070696
categorical__device_id_DEV_02460,0.000272144142547942
categorical__device_id_DEV_01595,0.000271379509879441
categorical__device_id_DEV_00246,0.00026713595060812807
categorical__device_id_DEV_00352,0.00026522190064957586
categorical__device_id_DEV_00018,0.0002621735014809525
categorical__device_id_DEV_00962,0.0002585768304956372
categorical__device_id_DEV_00513,0.00025782926037156844
categorical__device_id_DEV_02010,0.00025314611071500524
categorical__device_id_DEV_02358,0.000245005747760195
categorical__device_id_DEV_02582,0.0002443416755337558
categorical__device_id_DEV_00937,0.00023929990937613947
categorical__device_id_DEV_00904,0.00023534454562765156
categorical__device_id_DEV_02762,0.00023324073562030342
categorical__device_id_DEV_02375,0.0002308489917002996
categorical__device_id_DEV_01412,0.00023002582447635697
categorical__device_id_DEV_00316,0.0002293897778288701
categorical__device_id_DEV_00875,0.0002276580111132027
categorical__device_id_DEV_01312,0.00022639998925161157
categorical__device_id_DEV_00412,0.00022521094449671743
categorical__device_id_DEV_01554,0.00022449699691439972
categorical__device_id_DEV_00814,0.00022439030101205159
categorical__device_id_DEV_00598,0.00022193655790520833
categorical__device_id_DEV_00626,0.00021368330177910306
categorical__device_id_DEV_02979,0.00021355544991045718
categorical__device_id_DEV_01321,0.000212036495657572
categorical__device_id_DEV_00173,0.00021178549200584243
categorical__device_id_DEV_01429,0.0002076193578744621
categorical__device_id_DEV_00774,0.0002068803175185668
categorical__device_id_DEV_01932,0.0002053140472127731
categorical__device_id_DEV_02802,0.00020491944926651109
categorical__device_id_DEV_01250,0.00020291224094988819
categorical__device_id_DEV_00982,0.00019906274285798708
categorical__device_id_DEV_00426,0.00019683496583903528
categorical__device_id_DEV_01076,0.00019300825920978674
categorical__device_id_DEV_00735,0.0001916403457993728
categorical__device_id_DEV_01756,0.00019060213187999046
categorical__device_id_DEV_00907,0.00018812465370674416
categorical__device_id_DEV_01680,0.00018585095144093167
categorical__device_id_DEV_00370,0.00018498396609144504
categorical__device_id_DEV_00086,0.00017481571578093993
categorical__device_id_DEV_00916,0.00017065522679321601
categorical__device_id_DEV_02854,0.000157606172067598
categorical__device_id_DEV_02609,0.00015083220979224347
categorical__device_id_DEV_01950,0.00014658428978082355
categorical__device_id_DEV_01968,0.00014226724100806055
categorical__device_id_DEV_00714,0.00014121483532438442
categorical__device_id_DEV_02128,0.0001393157322942689
categorical__device_id_DEV_00533,0.00013760252707895214
categorical__device_id_DEV_00581,0.0001349476949920253
categorical__device_id_DEV_01350,0.00013480252214063154
categorical__device_id_DEV_01323,0.0001326989486715704
categorical__device_id_DEV_02118,0.00013261534560573274
categorical__device_id_DEV_01126,0.00013199198778156572
categorical__device_id_DEV_01432,0.0001286312974267031
categorical__device_id_DEV_00276,0.00012822713173413433
categorical__device_id_DEV_01340,0.00012740398029443563
categorical__device_id_DEV_02133,0.00012684209850908246
categorical__device_id_DEV_01158,0.00012441255967790164
categorical__device_id_DEV_02930,0.00012308325128885256
categorical__device_id_DEV_02067,0.00012164004741769334
categorical__device_id_DEV_02449,0.00012015518497901957
categorical__device_id_DEV_01069,0.0001156508321147458
categorical__device_id_DEV_00459,0.00011399734325176281
categorical__device_id_DEV_02289,0.0001122459105491082
categorical__device_id_DEV_00214,0.0001104674111135138
categorical__device_id_DEV_01797,0.00010974543287469151
categorical__device_id_DEV_01384,0.00010912919986139618
categorical__device_id_DEV_00393,0.00010554703250247265
categorical__device_id_DEV_01141,0.00010538871195367334
categorical__device_id_DEV_00104,0.00010092373022089575
categorical__device_id_DEV_00037,9.51114413182196e-05
categorical__device_id_DEV_00920,8.662007444183405e-05
categorical__device_id_DEV_00762,8.633146307831812e-05
categorical__device_id_DEV_01445,8.535460955261716e-05
categorical__device_id_DEV_00161,8.505573346870795e-05
categorical__device_id_DEV_00087,8.250612100436665e-05
categorical__device_id_DEV_00698,8.099604928259407e-05
categorical__device_id_DEV_02489,7.90962603756333e-05
categorical__device_id_DEV_00349,7.828636103969828e-05
categorical__device_id_DEV_01022,7.732345568694676e-05
categorical__device_id_DEV_00021,7.634662134302143e-05
categorical__device_id_DEV_02944,6.838302834774668e-05
categorical__device_id_DEV_00608,6.836555063137483e-05
categorical__device_id_DEV_02532,6.796462490730926e-05
categorical__device_id_DEV_02216,6.132099145125908e-05
categorical__device_id_DEV_00242,6.0258284736403426e-05
categorical__device_id_DEV_02998,5.920797668314675e-05
categorical__device_id_DEV_01095,5.878875429987503e-05
categorical__device_id_DEV_02576,5.66201386417182e-05
categorical__device_id_DEV_00829,5.623773627973644e-05
categorical__device_id_DEV_01044,5.1165307354372864e-05
categorical__device_id_DEV_00579,4.8239173652668725e-05
categorical__device_id_DEV_00805,4.781445151636199e-05
categorical__device_id_DEV_01359,4.575580037744349e-05
categorical__device_id_DEV_01214,4.318644636257849e-05
categorical__device_id_DEV_01004,4.196945609784786e-05
categorical__device_id_DEV_00378,3.539021242303579e-05
categorical__device_id_DEV_01495,3.3522401278618226e-05
categorical__device_id_DEV_01313,3.0131390464373237e-05
categorical__device_id_DEV_02823,2.591147783326262e-05
categorical__device_id_DEV_00396,2.31519247443469e-05
categorical__device_id_DEV_02471,2.2923127671045862e-05
categorical__device_id_DEV_01182,2.182570246505733e-05
categorical__device_id_DEV_02691,2.136703423565283e-05
categorical__device_id_DEV_00741,1.8864381752637034e-05
categorical__device_id_DEV_00684,1.855906427353712e-05
categorical__device_id_DEV_00526,1.853139310882334e-05
categorical__device_id_DEV_00032,1.3100457428921955e-05
categorical__device_id_DEV_02451,1.2277278548561308e-05
categorical__device_id_DEV_01734,1.1890323848616765e-05
categorical__device_id_DEV_02138,1.1408411175508917e-05
categorical__device_id_DEV_01617,5.618017599949176e-06
categorical__device_id_DEV_01097,3.2597178821890664e-06
categorical__device_id_DEV_02584,2.7419772956710408e-06
categorical__device_id_DEV_00662,1.6301137625755398e-06
categorical__device_id_DEV_02125,4.1207320539448213e-07
categorical__device_id_DEV_01090,7.075363921958419e-08
categorical__device_id_DEV_00529,4.09758232780238e-08
categorical__device_id_DEV_00228,0.0
categorical__device_id_DEV_00229,0.0
categorical__device_id_DEV_00233,0.0
categorical__device_id_DEV_00236,0.0
categorical__device_id_DEV_00238,0.0
categorical__device_id_DEV_00239,0.0
categorical__device_id_DEV_00240,0.0
categorical__device_id_DEV_00241,0.0
categorical__device_id_DEV_00243,0.0
categorical__device_id_DEV_00244,0.0
categorical__device_id_DEV_00245,0.0
categorical__device_id_DEV_00247,0.0
categorical__device_id_DEV_00249,0.0
categorical__device_id_DEV_00250,0.0
categorical__device_id_DEV_00251,0.0
categorical__device_id_DEV_00252,0.0
categorical__device_id_DEV_00253,0.0
categorical__device_id_DEV_00254,0.0
categorical__device_id_DEV_00256,0.0
categorical__device_id_DEV_00257,0.0
categorical__device_id_DEV_00258,0.0
categorical__device_id_DEV_00259,0.0
categorical__device_id_DEV_00260,0.0
categorical__device_id_DEV_00262,0.0
categorical__device_id_DEV_00263,0.0
categorical__device_id_DEV_00264,0.0
categorical__device_id_DEV_00265,0.0
categorical__device_id_DEV_00266,0.0
categorical__device_id_DEV_00268,0.0
categorical__device_id_DEV_00269,0.0
categorical__device_id_DEV_00271,0.0
categorical__device_id_DEV_00272,0.0
categorical__device_id_DEV_00273,0.0
categorical__device_id_DEV_00274,0.0
categorical__device_id_DEV_00275,0.0
categorical__device_id_DEV_00277,0.0
categorical__device_id_DEV_00279,0.0
categorical__device_id_DEV_00280,0.0
categorical__device_id_DEV_00282,0.0
categorical__device_id_DEV_00285,0.0
categorical__device_id_DEV_00289,0.0
categorical__device_id_DEV_00290,0.0
categorical__device_id_DEV_00294,0.0
categorical__device_id_DEV_00295,0.0
categorical__device_id_DEV_00296,0.0
categorical__device_id_DEV_00299,0.0
categorical__device_id_DEV_00300,0.0
categorical__device_id_DEV_00301,0.0
categorical__device_id_DEV_00302,0.0
categorical__device_id_DEV_00303,0.0
categorical__device_id_DEV_00304,0.0
categorical__device_id_DEV_00305,0.0
categorical__device_id_DEV_00307,0.0
categorical__device_id_DEV_00308,0.0
categorical__device_id_DEV_00309,0.0
categorical__device_id_DEV_00310,0.0
categorical__device_id_DEV_00312,0.0
categorical__device_id_DEV_00313,0.0
categorical__device_id_DEV_00314,0.0
categorical__device_id_DEV_00315,0.0
categorical__device_id_DEV_00317,0.0
categorical__device_id_DEV_00318,0.0
categorical__device_id_DEV_00319,0.0
categorical__device_id_DEV_00322,0.0
categorical__device_id_DEV_00323,0.0
categorical__device_id_DEV_00325,0.0
categorical__device_id_DEV_00326,0.0
categorical__device_id_DEV_00327,0.0
categorical__device_id_DEV_00329,0.0
categorical__device_id_DEV_00330,0.0
categorical__device_id_DEV_00331,0.0
categorical__device_id_DEV_00333,0.0
categorical__device_id_DEV_00337,0.0
categorical__device_id_DEV_00338,0.0
categorical__device_id_DEV_00339,0.0
categorical__device_id_DEV_00340,0.0
categorical__device_id_DEV_00341,0.0
categorical__device_id_DEV_00342,0.0
categorical__device_id_DEV_00343,0.0
categorical__device_id_DEV_00345,0.0
categorical__device_id_DEV_00348,0.0
categorical__device_id_DEV_00350,0.0
categorical__device_id_DEV_00353,0.0
categorical__device_id_DEV_00357,0.0
categorical__device_id_DEV_00359,0.0
categorical__device_id_DEV_00362,0.0
categorical__device_id_DEV_00363,0.0
categorical__device_id_DEV_00364,0.0
categorical__device_id_DEV_00365,0.0
categorical__device_id_DEV_00366,0.0
categorical__device_id_DEV_00368,0.0
categorical__device_id_DEV_00369,0.0
categorical__device_id_DEV_00371,0.0
categorical__device_id_DEV_00372,0.0
categorical__device_id_DEV_00373,0.0
categorical__device_id_DEV_00375,0.0
categorical__device_id_DEV_00376,0.0
categorical__device_id_DEV_00377,0.0
categorical__device_id_DEV_00379,0.0
categorical__device_id_DEV_00381,0.0
categorical__device_id_DEV_00382,0.0
categorical__device_id_DEV_00383,0.0
categorical__device_id_DEV_00384,0.0
categorical__device_id_DEV_00385,0.0
categorical__device_id_DEV_00386,0.0
categorical__device_id_DEV_00387,0.0
categorical__device_id_DEV_00389,0.0
categorical__device_id_DEV_00390,0.0
categorical__device_id_DEV_00391,0.0
categorical__device_id_DEV_00392,0.0
categorical__device_id_DEV_00394,0.0
categorical__device_id_DEV_00395,0.0
categorical__device_id_DEV_00397,0.0
categorical__device_id_DEV_00398,0.0
categorical__device_id_DEV_00399,0.0
categorical__device_id_DEV_00400,0.0
categorical__device_id_DEV_00401,0.0
categorical__device_id_DEV_00403,0.0
categorical__device_id_DEV_00406,0.0
categorical__device_id_DEV_00408,0.0
categorical__device_id_DEV_00409,0.0
categorical__device_id_DEV_00411,0.0
categorical__device_id_DEV_00414,0.0
categorical__device_id_DEV_00416,0.0
categorical__device_id_DEV_00417,0.0
categorical__device_id_DEV_00418,0.0
categorical__device_id_DEV_00419,0.0
categorical__device_id_DEV_00420,0.0
categorical__device_id_DEV_00421,0.0
categorical__device_id_DEV_00422,0.0
categorical__device_id_DEV_00423,0.0
categorical__device_id_DEV_00424,0.0
categorical__device_id_DEV_00425,0.0
categorical__device_id_DEV_00427,0.0
categorical__device_id_DEV_00428,0.0
categorical__device_id_DEV_00429,0.0
categorical__device_id_DEV_00430,0.0
categorical__device_id_DEV_00431,0.0
categorical__device_id_DEV_00432,0.0
categorical__device_id_DEV_00433,0.0
categorical__device_id_DEV_00434,0.0
categorical__device_id_DEV_00435,0.0
categorical__device_id_DEV_00437,0.0
categorical__device_id_DEV_00438,0.0
categorical__device_id_DEV_00439,0.0
categorical__device_id_DEV_00440,0.0
categorical__device_id_DEV_00441,0.0
categorical__device_id_DEV_00442,0.0
categorical__device_id_DEV_00443,0.0
categorical__device_id_DEV_00444,0.0
categorical__device_id_DEV_00446,0.0
categorical__device_id_DEV_00449,0.0
categorical__device_id_DEV_00450,0.0
categorical__device_id_DEV_00451,0.0
categorical__device_id_DEV_00452,0.0
categorical__device_id_DEV_00454,0.0
categorical__device_id_DEV_00455,0.0
categorical__device_id_DEV_00456,0.0
categorical__device_id_DEV_00460,0.0
categorical__device_id_DEV_00462,0.0
categorical__device_id_DEV_00463,0.0
categorical__device_id_DEV_00464,0.0
categorical__device_id_DEV_00465,0.0
categorical__device_id_DEV_00466,0.0
categorical__device_id_DEV_00467,0.0
categorical__device_id_DEV_00468,0.0
categorical__device_id_DEV_00469,0.0
categorical__device_id_DEV_00471,0.0
categorical__device_id_DEV_00472,0.0
categorical__device_id_DEV_00476,0.0
categorical__device_id_DEV_00477,0.0
categorical__device_id_DEV_00478,0.0
categorical__device_id_DEV_00482,0.0
categorical__device_id_DEV_00483,0.0
categorical__device_id_DEV_00484,0.0
categorical__device_id_DEV_00486,0.0
categorical__device_id_DEV_00488,0.0
categorical__device_id_DEV_00489,0.0
categorical__device_id_DEV_00492,0.0
categorical__device_id_DEV_00496,0.0
categorical__device_id_DEV_00497,0.0
categorical__device_id_DEV_00499,0.0
categorical__device_id_DEV_00501,0.0
categorical__device_id_DEV_00502,0.0
categorical__device_id_DEV_00505,0.0
categorical__device_id_DEV_00506,0.0
categorical__device_id_DEV_00507,0.0
categorical__device_id_DEV_00508,0.0
categorical__device_id_DEV_00509,0.0
categorical__device_id_DEV_00510,0.0
categorical__device_id_DEV_00511,0.0
categorical__device_id_DEV_00514,0.0
categorical__device_id_DEV_00515,0.0
categorical__device_id_DEV_00520,0.0
categorical__device_id_DEV_00521,0.0
categorical__device_id_DEV_00523,0.0
categorical__device_id_DEV_00524,0.0
categorical__device_id_DEV_00525,0.0
categorical__device_id_DEV_00527,0.0
categorical__device_id_DEV_00528,0.0
categorical__device_id_DEV_00530,0.0
categorical__device_id_DEV_00531,0.0
categorical__device_id_DEV_00532,0.0
categorical__device_id_DEV_00534,0.0
categorical__device_id_DEV_00535,0.0
categorical__device_id_DEV_00536,0.0
categorical__device_id_DEV_00537,0.0
categorical__device_id_DEV_00540,0.0
categorical__device_id_DEV_00541,0.0
categorical__device_id_DEV_00543,0.0
categorical__device_id_DEV_00546,0.0
categorical__device_id_DEV_00547,0.0
categorical__device_id_DEV_00549,0.0
categorical__device_id_DEV_00550,0.0
categorical__device_id_DEV_00551,0.0
categorical__device_id_DEV_00552,0.0
categorical__device_id_DEV_00553,0.0
categorical__device_id_DEV_00556,0.0
categorical__device_id_DEV_00557,0.0
categorical__device_id_DEV_00558,0.0
categorical__device_id_DEV_00560,0.0
categorical__device_id_DEV_00561,0.0
categorical__device_id_DEV_00564,0.0
categorical__device_id_DEV_00566,0.0
categorical__device_id_DEV_00567,0.0
categorical__device_id_DEV_00568,0.0
categorical__device_id_DEV_00569,0.0
categorical__device_id_DEV_00571,0.0
categorical__device_id_DEV_00572,0.0
categorical__device_id_DEV_00574,0.0
categorical__device_id_DEV_00575,0.0
categorical__device_id_DEV_00577,0.0
categorical__device_id_DEV_00580,0.0
categorical__device_id_DEV_00582,0.0
categorical__device_id_DEV_00584,0.0
categorical__device_id_DEV_00585,0.0
categorical__device_id_DEV_00586,0.0
categorical__device_id_DEV_00588,0.0
categorical__device_id_DEV_00589,0.0
categorical__device_id_DEV_00590,0.0
categorical__device_id_DEV_00591,0.0
categorical__device_id_DEV_00592,0.0
categorical__device_id_DEV_00593,0.0
categorical__device_id_DEV_00595,0.0
categorical__device_id_DEV_00600,0.0
categorical__device_id_DEV_00602,0.0
categorical__device_id_DEV_00603,0.0
categorical__device_id_DEV_00604,0.0
categorical__device_id_DEV_00605,0.0
categorical__device_id_DEV_00607,0.0
categorical__device_id_DEV_00609,0.0
categorical__device_id_DEV_00611,0.0
categorical__device_id_DEV_00612,0.0
categorical__device_id_DEV_00613,0.0
categorical__device_id_DEV_00614,0.0
categorical__device_id_DEV_00615,0.0
categorical__device_id_DEV_00617,0.0
categorical__device_id_DEV_00620,0.0
categorical__device_id_DEV_00621,0.0
categorical__device_id_DEV_00622,0.0
categorical__device_id_DEV_00624,0.0
categorical__device_id_DEV_00625,0.0
categorical__device_id_DEV_00628,0.0
categorical__device_id_DEV_00629,0.0
categorical__device_id_DEV_00630,0.0
categorical__device_id_DEV_00632,0.0
categorical__device_id_DEV_00634,0.0
categorical__device_id_DEV_00638,0.0
categorical__device_id_DEV_00639,0.0
categorical__device_id_DEV_00641,0.0
categorical__device_id_DEV_00643,0.0
categorical__device_id_DEV_00644,0.0
categorical__device_id_DEV_00645,0.0
categorical__device_id_DEV_00647,0.0
categorical__device_id_DEV_00648,0.0
categorical__device_id_DEV_00649,0.0
categorical__device_id_DEV_00650,0.0
categorical__device_id_DEV_00651,0.0
categorical__device_id_DEV_00652,0.0
categorical__device_id_DEV_00653,0.0
categorical__device_id_DEV_00655,0.0
categorical__device_id_DEV_00656,0.0
categorical__device_id_DEV_00657,0.0
categorical__device_id_DEV_00658,0.0
categorical__device_id_DEV_00659,0.0
categorical__device_id_DEV_00661,0.0
categorical__device_id_DEV_00665,0.0
categorical__device_id_DEV_00668,0.0
categorical__device_id_DEV_00671,0.0
categorical__device_id_DEV_00672,0.0
categorical__device_id_DEV_00673,0.0
categorical__device_id_DEV_00674,0.0
categorical__device_id_DEV_00675,0.0
categorical__device_id_DEV_00676,0.0
categorical__device_id_DEV_00677,0.0
categorical__device_id_DEV_00678,0.0
categorical__device_id_DEV_00679,0.0
categorical__device_id_DEV_00680,0.0
categorical__device_id_DEV_00681,0.0
categorical__device_id_DEV_00682,0.0
categorical__device_id_DEV_00683,0.0
categorical__device_id_DEV_00685,0.0
categorical__device_id_DEV_00686,0.0
categorical__device_id_DEV_00688,0.0
categorical__device_id_DEV_00689,0.0
categorical__device_id_DEV_00691,0.0
categorical__device_id_DEV_00694,0.0
categorical__device_id_DEV_00696,0.0
categorical__device_id_DEV_00697,0.0
categorical__device_id_DEV_00702,0.0
categorical__device_id_DEV_00704,0.0
categorical__device_id_DEV_00705,0.0
categorical__device_id_DEV_00706,0.0
categorical__device_id_DEV_00708,0.0
categorical__device_id_DEV_00709,0.0
categorical__device_id_DEV_00711,0.0
categorical__device_id_DEV_00712,0.0
categorical__device_id_DEV_00713,0.0
categorical__device_id_DEV_00347,0.0
categorical__device_id_DEV_00716,0.0
categorical__device_id_DEV_00717,0.0
categorical__device_id_DEV_00718,0.0
categorical__device_id_DEV_00719,0.0
